street,city,zip_code,county,country,latitude,longitude,time_zone
8 Torphy Fords,South Laila,17889-9195,Oxfordshire,Saint Barthelemy,-10.338,134.796,Asia/Shanghai
16 Carter Pike,West Everardo,47164,Oxfordshire,Congo,36.883,-77.81,Asia/Shanghai
568 Aracely Row,Grand Rapids,87332,Greater London,Anguilla,33.62,-69.956,Asia/Shanghai
583 Rath Walk,New Solonmouth,92301,Devon,Paraguay,51.887,40.125,Asia/Shanghai
1308 Calista Via,Bellingham,24088,Surrey,Pitcairn Islands,-42.525,-55.363,Asia/Shanghai
536 Bechtelar Fields,Bernierfurt,79608-8629,Devon,Vanuatu,45.996,151.711,Asia/Shanghai
814 Lehner Drive,Port Ricky,40822-4946,Lancashire,Moldova,8.912,-120.495,Asia/Shanghai
1153 Glover Lights,Elisabethland,92104,South Yorkshire,Croatia,56.034,-29.128,Asia/Shanghai
1159 Harmon Lodge,Rettaland,33589,Suffolk,Albania,-57.836,-92.662,Asia/Shanghai
881 Chyna Plaza,Tallahassee,83756-9048,North Yorkshire,Montserrat,-55.044,110.595,Asia/Shanghai
642 Conner Vista,Fort Lauderdale,25235-6869,Oxfordshire,Mayotte,50.343,-13.96,Asia/Shanghai
729 Kreiger Mission,Henderson,46585-4675,Somerset,Spain,71.462,163.974,Asia/Shanghai
1453 Buckridge Drives,North Winnifred,40406,Rutland,Sierra Leone,73.061,133.054,Asia/Shanghai
165 Jade Shore,Lawrence,36394-9535,Lancashire,Slovakia (Slovak Republic),-60.404,134.877,Asia/Shanghai
30 Harber Village,North Celia,52873,Lincolnshire,Guinea-Bissau,49.442,-76.564,Asia/Shanghai
1303 Kreiger Mission,Lake Zackton,57337-8540,Buckinghamshire,Montenegro,84.545,65.07,Asia/Shanghai
697 Genesis Plaza,Reichertland,97164-2574,Berkshire,Montserrat,-8.628,112.614,Asia/Shanghai
939 Laurianne Glens,West Estaton,35130,Buckinghamshire,Canada,25.819,-52.929,Asia/Shanghai
872 Caesar Place,Erynside,72147-7255,Berkshire,Ecuador,77.171,124.164,Asia/Shanghai
1022 Heathcote Cliff,New Wallaceberg,64685-7424,Dorset,Czech Republic,14.663,-102.108,Asia/Shanghai
513 Adell Mews,Johnnieburgh,96498,Tyne and Wear,Paraguay,-85.416,132.028,Asia/Shanghai
1314 Georgiana Throughway,Connfurt,17214,West Yorkshire,Comoros,-82.517,-138.839,Asia/Shanghai
1240 Forest Path,Lake Anthony,67515,Berkshire,United States of America,-22.569,141.922,Asia/Shanghai
870 Bechtelar Fields,New Ansley,16388,Bristol,Monaco,14.965,110.871,Asia/Shanghai
531 Torphy Fords,South Ahmedfort,43780,Gloucestershire,Colombia,21.929,127.533,Asia/Shanghai
651 Reynold Crossing,Port Salvador,29361,Cumbria,New Caledonia,-46.656,55.7,Asia/Shanghai
1432 Ruecker Fields,Janefurt,23022,Northamptonshire,Saint Kitts and Nevis,-20.29,-118.339,Asia/Shanghai
1253 Bechtelar Fields,Erynside,68876,Cheshire,Faroe Islands,-31.084,-69.912,Asia/Shanghai
70 Howell Vista,Opalbury,60886,Shropshire,Indonesia,-46.566,-14.72,Asia/Shanghai
245 Shakira Crossroad,Cuyahoga Falls,77107-5700,Berkshire,Guinea-Bissau,47.943,-159.474,Asia/Shanghai
782 Carter Pike,Lake Ludie,53224,Somerset,Peru,-22.345,146.329,Asia/Shanghai
1456 Adell Mews,New Davonteside,41580,Bristol,United Kingdom,-67.009,-41.593,Asia/Shanghai
904 Hodkiewicz Oval,South Verdieton,36688-1457,Lancashire,Latvia,-26.008,-1.339,Asia/Shanghai
513 Daugherty Center,Lake Anthony,17495-9973,East Sussex,Mongolia,24.559,32.724,Asia/Shanghai
882 Georgiana Throughway,Funkville,39364,Buckinghamshire,Estonia,-3.962,-27.099,Asia/Shanghai
1327 Arturo Manors,New Kyle,93915,Buckinghamshire,Montserrat,-51.496,84.735,Asia/Shanghai
48 Wolf Glen,Durwardton,51088-8700,South Yorkshire,Benin,-62.335,136.49,Asia/Shanghai
1271 Adell Mews,Bernierfurt,64788-5419,Derbyshire,Romania,88.806,134.979,Asia/Shanghai
718 Schumm Land,Haneborough,91236-7704,Bristol,Wallis and Futuna,-24.133,7.484,Asia/Shanghai
801 Dianna Inlet,West Brendonville,47714,Northamptonshire,Burundi,72.013,-134.235,Asia/Shanghai
755 Glover Lights,North Nona,89026,Rutland,Bolivia,-83.008,179.983,Asia/Shanghai
701 Schimmel Fields,Olympia,62102,South Yorkshire,Burkina Faso,76.794,-22.931,Asia/Shanghai
93 Conner Vista,Port Asa,26479,Cornwall,Panama,-24.789,35.98,Asia/Shanghai
342 Cade Forks,Lake Brianne,73980-3816,Dorset,Bolivia,38.924,139.202,Asia/Shanghai
711 Aracely Row,New Wallaceberg,54320,Kent,Dominican Republic,10.701,40.291,Asia/Shanghai
836 Emerald Key,Lake Zackton,87639,Somerset,United Kingdom,65.055,31.441,Asia/Shanghai
1426 Harmon Lodge,Opalbury,40061-2783,Herefordshire,Saint Kitts and Nevis,64.852,6.463,Asia/Shanghai
220 Georgiana Throughway,North Celia,92020,East Sussex,Indonesia,-28.829,-65.491,Asia/Shanghai
1258 Dariana Junction,New Philip,11854,Kent,Tajikistan,39.254,78.636,Asia/Shanghai
39 Moises Causeway,Olympia,36140-2907,City of London,Comoros,-13.409,32.437,Asia/Shanghai
1397 Carmelo Plaza,Reichertland,82758,Dorset,Ethiopia,-58.932,-43.095,Asia/Shanghai
575 Curt Locks,Franeckiview,50353,West Midlands,Ethiopia,-44.069,143.336,Asia/Shanghai
1115 Sammy Creek,West Janetborough,32443,Norfolk,French Southern Territories,56.648,-103.049,Asia/Shanghai
440 Torphy Fords,East Filibertofurt,76384-5443,Lancashire,Chile,33.909,-44.507,Asia/Shanghai
579 Dante Summit,Lake Cesar,90414,Northamptonshire,Montserrat,-57.776,171.843,Asia/Shanghai
1263 King Springs,South Dagmarshire,41463-9510,Berkshire,Benin,-5.64,96.405,Asia/Singapore
375 Lockman Greens,Jaskolskifort,60157-9654,Oxfordshire,Peru,-0.163,39.357,Asia/Singapore
1022 Arturo Manors,Olympia,59871,Kent,Saint Martin,-57.558,-147.881,Asia/Singapore
1100 Hodkiewicz Oval,Lawrence,59933,Warwickshire,Saint Kitts and Nevis,48.63,-91.166,Asia/Singapore
360 Myriam Spur,West Lucy,76442-2960,Rutland,Isle of Man,82.526,-165.419,Asia/Singapore
1329 Wilma Greens,Tallahassee,22423-4253,Kent,Brazil,47.979,80.235,Asia/Singapore
694 Corwin Mission,Durwardton,33381,Cheshire,Sierra Leone,83.532,76.004,Asia/Singapore
1376 Heathcote Cliff,North Celia,75567,Rutland,Montenegro,-32.573,-36.276,Asia/Singapore
490 Reynold Crossing,Buffalo,77291-2269,Greater London,Chile,-17.341,-58.424,Asia/Singapore
76 Dameon Mountain,Grand Rapids,62001-3291,Cornwall,Montserrat,-15.006,21.666,Asia/Singapore
462 Tremblay Springs,Haneborough,10000-7365,Norfolk,Norfolk Island,-70.476,37.371,Asia/Singapore
954 Buckridge Drives,Buffalo,41094-4377,Greater London,Christmas Island,29.907,38.025,Asia/Singapore
229 Aracely Row,Elisabethland,85750-8668,Buckinghamshire,Mongolia,-48.409,4.064,Asia/Singapore
257 Reynold Crossing,West Dorris,63030-3230,Leicestershire,Guinea-Bissau,-81.968,54.915,Asia/Singapore
760 Calista Via,Port Salvador,91272-5828,Cornwall,Estonia,-64.797,36.151,Asia/Singapore
1176 Schumm Land,Port Hardymouth,23773-7553,Isle of Wight,Syrian Arab Republic,18.143,96.353,Asia/Singapore
1032 Brisa Hill,Frisco,64664,Nottinghamshire,Burundi,-45.494,-40.709,Asia/Singapore
592 Hauck Stream,West Janetborough,82803-4116,Warwickshire,Vanuatu,56.449,17.355,Asia/Singapore
903 Hauck Stream,West Amiya,71725,West Sussex,United Kingdom,-41.033,160.787,Asia/Singapore
641 Brisa Hill,South Darienbury,51161-2176,City of London,Mongolia,-20.682,21.477,Asia/Singapore
612 Corwin Mission,South Laila,53131,Northumberland,Cyprus,65.265,118.402,Asia/Singapore
717 Stroman Turnpike,Maxwellport,17611,Suffolk,Belarus,73.448,-83.408,Asia/Singapore
1226 Genesis Plaza,New Davonteside,22213-2423,Isle of Wight,Estonia,-21.382,-125.215,Asia/Singapore
770 Goyette Circle,West Estaton,14817,West Midlands,Christmas Island,78.354,-56.092,Asia/Singapore
881 Stiedemann Field,Durwardton,75767-9261,Durham,Saint Martin,-51.165,143.292,Asia/Singapore
146 Lehner Drive,New Wallaceberg,10504,Suffolk,Slovakia (Slovak Republic),41.556,-116.942,Asia/Singapore
346 Eugenia Heights,Denesikburgh,80351-6855,Berkshire,Mozambique,-14.473,44.078,Asia/Singapore
441 Missouri Extension,Funkville,45398-3892,Worcestershire,Brazil,-79.296,3.92,Asia/Singapore
865 Elian Road,Maxwellport,39113,Greater London,Saint Martin,-53.494,-164.668,Asia/Singapore
1419 Cade Forks,Kissimmee,96908-1756,Northamptonshire,Ethiopia,-37.635,-125.404,Asia/Singapore
1216 Genesis Plaza,Langborough,73334,Herefordshire,Nauru,58.022,82.497,Asia/Singapore
363 Cronin Shoal,Buffalo,27629-7867,Northumberland,Uruguay,-63.549,-35.618,Asia/Singapore
144 Goyette Circle,Frisco,51299,Tyne and Wear,Monaco,-0.394,120.608,Asia/Singapore
249 Heathcote Cliff,Opalbury,85663-2750,Essex,Norfolk Island,44.816,-42.316,Asia/Singapore
1477 Esteban Inlet,White Plains,94711-7512,West Sussex,France,83.234,99.471,Asia/Singapore
1247 Ruecker Fields,Fort Lauderdale,39462,Nottinghamshire,Syrian Arab Republic,48.551,118.055,Asia/Singapore
1129 Howell Vista,Fort Lauderdale,11934,Herefordshire,Macao,26.714,-156.176,Asia/Singapore
207 Adell Mews,Fort Lauderdale,48595,East Riding of Yorkshire,Czech Republic,64.347,86.346,Asia/Singapore
1391 King Drives,Rettaland,49864,West Yorkshire,Canada,-16.07,26.417,Asia/Singapore
1498 Forest Path,East Filibertofurt,46312-1841,Lancashire,Mongolia,-16.225,159.564,Asia/Singapore
961 Collins Lane,North Antonetta,41460-7441,Devon,Norfolk Island,31.198,39.82,Asia/Singapore
367 Wilma Greens,Rettaland,37531,Northamptonshire,"Virgin Islands, U.S.",-42.135,-24.719,Asia/Singapore
1027 Buckridge Drives,Tabithaville,14461,Essex,Faroe Islands,-45.322,-117.482,Asia/Singapore
1428 Wolf Glen,Bahringertown,22668,Tyne and Wear,Puerto Rico,64.04,93.64,Asia/Singapore
1337 Torphy Fords,East Khalilton,71125,Berkshire,Wallis and Futuna,-31.108,34.612,Asia/Singapore
1206 Wilma Greens,West Estaton,44448-3179,Gloucestershire,Burundi,5.6,139.71,Asia/Singapore
632 Fisher Light,North Sigmund,57475,Kent,Wallis and Futuna,-54.755,-76.057,Asia/Singapore
603 Torphy Fords,West Brendonville,50491,East Sussex,Greece,-35.061,-157.93,Asia/Singapore
1488 Reynold Crossing,Funkville,42718,Derbyshire,Cocos (Keeling) Islands,11.734,-166.873,Asia/Singapore
192 Forest Path,Kuvalismouth,49058,Somerset,Chile,-7.239,119.687,Asia/Singapore
721 Beer Plaza,West Lucy,26725,Essex,Puerto Rico,-57.433,39.425,Asia/Singapore
686 Stiedemann Field,Reichertland,25210,Lincolnshire,Indonesia,27.734,142.312,Asia/Singapore
1198 Bechtelar Fields,East Khalilton,85731-7258,Merseyside,Panama,40.432,-8.339,Asia/Singapore
1228 Laurianne Glens,Cuyahoga Falls,51263,Bedfordshire,Mongolia,14.823,-123.571,Asia/Singapore
105 Antonietta Highway,Lake Adell,79396,West Yorkshire,Somalia,-29.432,-146.997,Asia/Singapore
751 Goyette Circle,Shoreline,99833-5443,Lancashire,Saint Barthelemy,-74.317,-28.497,Asia/Singapore
386 Arturo Manors,Tryciastad,71042-2253,Suffolk,Spain,-0.327,7.048,Asia/Singapore
1488 Zboncak Harbor,Haneborough,94076-6519,Cambridgeshire,Peru,77.021,-32.038,Asia/Singapore
323 Parker Ways,Katrinaside,15648,Wiltshire,Central African Republic,-15.063,104.761,Asia/Singapore
811 Wolf Glen,Franeckiview,36930,Oxfordshire,Somalia,40.25,151.744,Asia/Singapore
1318 Dameon Mountain,Bernierfurt,11754,Kent,Mongolia,-33.448,16.048,Asia/Singapore
1065 Frances Groves,Denesikburgh,21145,Cumbria,Somalia,51.125,-2.239,Asia/Singapore
672 Max Wall,Buffalo,37355,Lancashire,Pitcairn Islands,78.358,-117.288,Asia/Singapore
217 Carter Pike,Shoreline,80767,Hampshire,Afghanistan,51.171,149.666,Asia/Taipei
635 Dianna Inlet,West Dellside,92578-2863,Rutland,Sri Lanka,78.427,-51.039,Asia/Taipei
1355 Dariana Junction,Grand Rapids,89554,Somerset,Tajikistan,-53.149,38.88,Asia/Taipei
759 Laurianne Glens,South Darienbury,87872-3870,Rutland,Burkina Faso,-34.704,93.3,Asia/Taipei
801 Cade Forks,New Solonmouth,77646-3454,Northamptonshire,Cocos (Keeling) Islands,1.314,19.886,Asia/Taipei
1280 Durgan Parkways,North Antonetta,96825,Suffolk,Costa Rica,-72.631,175.211,Asia/Taipei
980 Emard Hill,Opalbury,31464,Staffordshire,Congo,-37.629,126.719,Asia/Taipei
1309 Aracely Row,Shoreline,16021-4293,Cambridgeshire,Vanuatu,63.361,-168.724,Asia/Taipei
1432 Zboncak Harbor,Buffalo,45866-4476,Merseyside,Canada,15.602,26.86,Asia/Taipei
58 Torphy Fords,Cuyahoga Falls,51110,East Riding of Yorkshire,Spain,-73.87,-113.83,Asia/Taipei
1453 Gutkowski Ferry,West Simone,86320-2768,Hampshire,Saint Barthelemy,45.95,-86.128,Asia/Taipei
1079 Konopelski Inlet,Fort Lauderdale,45510,Wiltshire,Christmas Island,61.992,132.815,Asia/Taipei
301 Fay Corners,Shoreline,16172-7660,West Midlands,Tajikistan,-57.698,-141.53,Asia/Taipei
1048 Zboncak Harbor,Cuyahoga Falls,87457,West Midlands,Namibia,-40.529,-103.349,Asia/Taipei
225 Smitham Drive,East Vicentaborough,95891,Rutland,Canada,13.68,-106.583,Asia/Taipei
799 Howell Plaza,Tabithaville,66198,Hertfordshire,Mayotte,58.051,-40.847,Asia/Taipei
1188 Arturo Manors,Lake Cesar,55375-7948,East Riding of Yorkshire,Macao,32.902,58.928,Asia/Taipei
863 Fay Corners,New Garlandfort,55838,Tyne and Wear,Liechtenstein,29.984,112.893,Asia/Taipei
262 Price Spring,New Merle,65552,Lincolnshire,Dominican Republic,-51.592,-11.38,Asia/Taipei
1209 Ruecker Fields,Franeckiview,93211,West Midlands,Colombia,57.746,142.66,Asia/Taipei
115 Collins Lane,South Darienbury,72563-6574,Kent,Isle of Man,-26.854,-164.392,Asia/Taipei
603 Laurianne Glens,Reichertland,37832-5663,Wiltshire,Latvia,71.742,-84.405,Asia/Taipei
222 Jazmyn Isle,New Garlandfort,17841-6075,East Sussex,Bolivia,-66.263,35.123,Asia/Taipei
440 Wilma Greens,New Davonteside,49048-2857,Leicestershire,Sri Lanka,66.202,121.292,Asia/Taipei
1276 Shakira Crossroad,Jaskolskifort,16347-7720,Bedfordshire,Colombia,9.538,-162.048,Asia/Taipei
1419 Adell Mews,Port Salvador,26752-8948,Warwickshire,Faroe Islands,9.791,-61.941,Asia/Taipei
638 Rohan Tunnel,West Dorris,43913,Cumbria,Estonia,-22.966,81.093,Asia/Taipei
289 Carmelo Plaza,Franeckiview,97950-7861,Bristol,Uruguay,33.997,-23.69,Asia/Taipei
120 Esteban Inlet,Aliso Viejo,37570,Lancashire,Senegal,53.376,-142.195,Asia/Taipei
773 Joshuah Fork,Lake Adell,37637-6505,Cheshire,Nauru,-44.051,-133.558,Asia/Taipei
1222 Reynold Crossing,Durwardton,59584,Kent,Christmas Island,14.283,-66.911,Asia/Taipei
1354 Kihn Expressway,Venamouth,58617-7834,Isle of Wight,Argentina,-82.693,64.363,Asia/Taipei
1374 Kreiger Mission,Lake Ludie,84798,Derbyshire,Germany,-47.989,28.917,Asia/Taipei
1460 Reynold Crossing,New Solonmouth,52018-8432,Staffordshire,Antigua and Barbuda,-60.957,162.712,Asia/Taipei
583 Jade Shore,Tallahassee,95836-8688,Lincolnshire,Spain,46.12,-158.9,Asia/Taipei
1494 Natalia Points,Denesikburgh,65111-1189,Norfolk,Peru,-53.351,120.311,Asia/Taipei
381 Torphy Fords,West Dorris,62001-7806,West Yorkshire,Mayotte,34.9,85.11,Asia/Taipei
906 Goyette Circle,Johnnieburgh,49496-9940,Merseyside,Peru,-0.387,-60.124,Asia/Taipei
277 Rosendo Spring,Kettering,31854-8920,Hampshire,Indonesia,42.566,127.079,Asia/Taipei
235 Quitzon Green,Johnnieburgh,98069,North Yorkshire,Latvia,67.7,-40.388,Asia/Taipei
1089 Goyette Circle,Jaskolskifort,90101-7349,Isle of Wight,Tajikistan,37.21,-156.221,Asia/Taipei
406 Dorian Gateway,Willbury,42462,Rutland,Guinea,-48.726,73.667,Asia/Taipei
1245 Stokes Wells,Connfurt,32751,West Yorkshire,Norfolk Island,-69.452,29.928,Asia/Taipei
794 Zboncak Center,North Kaleighshire,29157-4782,Gloucestershire,Saint Kitts and Nevis,57.335,-166.72,Asia/Taipei
464 Hauck Stream,Maxwellport,13321,City of London,Canada,-81.931,38.389,Asia/Taipei
953 Dante Summit,North Winnifred,19462,South Yorkshire,Congo,67.447,72.191,Asia/Taipei
241 Smitham Drive,Lake Anthony,56219-3454,Berkshire,Nauru,-80.938,81.465,Asia/Taipei
1299 Daugherty Center,South Verdieton,81230,South Yorkshire,Hungary,2.738,-154.833,Asia/Taipei
1434 Chyna Plaza,Johnnieburgh,43888,City of London,Tanzania,-53.517,44.382,Asia/Taipei
1472 Heathcote Cliff,Haneborough,52324,Hampshire,Saint Barthelemy,-52.473,58.72,Asia/Taipei
788 Dante Summit,Lake Cesar,34050,Suffolk,Bahrain,-56.458,110.144,Asia/Taipei
379 Schimmel Fields,Glen Burnie,24371,Shropshire,Burkina Faso,-70.691,-150.869,Asia/Taipei
780 Konopelski Inlet,New Kyle,83983,Rutland,Montenegro,-74.921,-171.399,Asia/Taipei
256 Jocelyn Throughway,Lake Anthony,22554-3356,Greater Manchester,Burkina Faso,11.247,-31.421,Asia/Taipei
148 Dante Summit,Tallahassee,70283,Devon,Costa Rica,-23.355,156.216,Asia/Taipei
348 Eugenia Heights,West Dellside,56376,West Sussex,Paraguay,80.075,147.134,Asia/Taipei
799 Genesis Plaza,Durwardton,26390,Devon,Mauritius,82.185,14.352,Asia/Taipei
1446 Rosendo Spring,Lake Anthony,49073-2050,Kent,Montserrat,5.239,-16.436,Asia/Taipei
967 Stokes Wells,Frisco,89158,Northamptonshire,United Kingdom,14.975,160.253,Asia/Taipei
1240 Eugenia Heights,West Dellside,25087-4139,Dorset,Saint Kitts and Nevis,-9.267,10.044,Asia/Taipei
951 Antonietta Highway,New Kyle,43294,Hertfordshire,Saint Kitts and Nevis,-31.915,170.837,Asia/Taipei
94 Rohan Tunnel,Tryciastad,24389-6950,East Sussex,Slovakia (Slovak Republic),-73.1,170.98,Asia/Taipei
260 Price Spring,Metairie,39965,Greater London,Vanuatu,20.539,-6.127,Asia/Taipei
430 Fay Corners,West Janetborough,68774,Cumbria,Burkina Faso,57.244,35.857,Asia/Taipei
1151 Calista Via,Lake Brianne,15446,Nottinghamshire,United States of America,-16.956,-83.374,Asia/Taipei
640 Aracely Row,West Janetborough,76121,Northumberland,Lao Peoples Democratic Republic,-14.267,164.99,Asia/Taipei
382 Fannie Loaf,Reichertland,14226-3155,Northamptonshire,Nauru,-28.697,19.152,Asia/Taipei
1476 Curt Locks,North Frankie,21483,North Yorkshire,Costa Rica,-20.53,-17.613,Asia/Taipei
1248 Zboncak Harbor,South Dagmarshire,78872,Isle of Wight,Indonesia,-84.96,24.089,Asia/Taipei
1077 King Springs,Funkville,20857-6515,Derbyshire,Sierra Leone,31.028,55.186,Asia/Taipei
1417 Myriam Spur,New Kyle,49865,Isle of Wight,Slovakia (Slovak Republic),-45.604,161.538,Asia/Taipei
1389 Aracely Row,West Everardo,45613,City of London,France,-13.337,67.528,Asia/Taipei
258 Sammy Creek,White Plains,87311,Hertfordshire,Greece,-37.715,32.241,Asia/Taipei
170 Arturo Manors,Aliso Viejo,34604,Northumberland,Sierra Leone,-6.993,99.773,Asia/Taipei
450 Price Spring,Port Hardymouth,11628-3122,North Yorkshire,Montserrat,-72.332,-179.49,Asia/Taipei
1319 Wilma Greens,New Garlandfort,24008-6474,Lincolnshire,Paraguay,-80.287,-129.612,Asia/Taipei
823 Howell Plaza,Rettaland,27704-5986,City of London,Afghanistan,-14.735,57.207,Asia/Taipei
50 Calista Via,New Montemouth,16931-6675,Suffolk,New Caledonia,-20.194,104.416,Asia/Taipei
881 Zboncak Harbor,Kettering,45738,Isle of Wight,Burkina Faso,-56.134,44.921,Asia/Taipei
1233 Harmon Lodge,West Brendonville,54568-1968,Lancashire,Czech Republic,40.156,-92.138,Asia/Taipei
1444 Dianna Inlet,Bahringertown,58344,Cambridgeshire,Bahrain,-28.95,-43.99,Asia/Tashkent
158 Adell Mews,Kettering,94957-4932,Dorset,Guinea-Bissau,-48.331,93.18,Asia/Tashkent
1214 Rohan Tunnel,New Garlandfort,33652,Staffordshire,Cyprus,-14.091,-146.169,Asia/Tashkent
1299 Genesis Plaza,Lake Cesar,20821-8199,Greater Manchester,Azerbaijan,40.71,131.912,Asia/Tashkent
477 Frances Groves,Reichertland,64186,East Riding of Yorkshire,Uruguay,-55.059,-135.167,Asia/Tashkent
730 Natalia Points,New Philip,33887,Greater Manchester,Vanuatu,15.747,49.691,Asia/Tashkent
1042 Buckridge Drives,West Everardo,26044,West Yorkshire,Monaco,58.606,-24.233,Asia/Tashkent
935 Heathcote Cliff,New Solonmouth,81424,Berkshire,Norfolk Island,-1.812,-95.311,Asia/Tashkent
454 Zulauf Branch,North Antonetta,58712,Shropshire,Germany,86.135,-52.124,Asia/Tashkent
833 Bechtelar Fields,Port Hardymouth,80455-2954,Leicestershire,Namibia,-43.971,-127.033,Asia/Tashkent
67 Oswald Junction,West Lucy,26557,Norfolk,Latvia,-46.832,-0.786,Asia/Tashkent
1256 Esteban Inlet,Tabithaville,88200-9413,Gloucestershire,Greece,-59.205,147.685,Asia/Tashkent
946 Ruecker Fields,Tabithaville,63792-2379,Greater Manchester,Antigua and Barbuda,68.614,-85.568,Asia/Tashkent
1363 Smitham Drive,Tryciastad,74793,Northumberland,Cyprus,33.91,7.315,Asia/Tashkent
705 Antonietta Highway,Janefurt,99807,Derbyshire,Cyprus,-19.467,-53.885,Asia/Tashkent
453 Hilma Mills,Johnnieburgh,56643,Wiltshire,Monaco,60.157,-73.769,Asia/Tashkent
1324 Joshuah Fork,New Montemouth,10516-9700,Dorset,Central African Republic,-30.616,-91.803,Asia/Tashkent
21 Jocelyn Throughway,Port Adalberto,33211,Somerset,Macao,33.504,-109.071,Asia/Tashkent
314 Bechtelar Fields,Tryciastad,93263,West Midlands,Czech Republic,-28.786,176.635,Asia/Tashkent
1274 Dianna Inlet,Williemouth,56657,Greater London,Angola,75.222,-37.511,Asia/Tashkent
486 Goyette Circle,South Verdieton,76812,East Riding of Yorkshire,Cocos (Keeling) Islands,-0.9,5.585,Asia/Tashkent
764 Howell Vista,Kissimmee,86801-8404,Nottinghamshire,Montenegro,-59.54,-112.338,Asia/Tashkent
1057 Joshuah Fork,Jaskolskifort,73583-1212,Lancashire,Chile,57.822,-173.697,Asia/Tashkent
234 Max Wall,Durwardton,15311-5999,East Sussex,Norfolk Island,77.096,-104.987,Asia/Tashkent
1373 Dante Summit,South Stacey,96213-1451,Wiltshire,Qatar,56.096,-12.958,Asia/Tashkent
226 Dave Stravenue,North Braulio,48252-2104,East Sussex,Saint Kitts and Nevis,-72.584,-148.168,Asia/Tashkent
270 Collins Lane,Aliso Viejo,52443,Devon,Bolivia,-10.396,16.635,Asia/Tashkent
1191 Fannie Loaf,North Sigmund,77156-7762,Norfolk,Saint Barthelemy,14.464,-103.373,Asia/Tashkent
465 Beer Plaza,Kettering,11988-2217,West Midlands,Puerto Rico,81.426,80.3,Asia/Tashkent
796 Ruecker Fields,South Stacey,61482,Berkshire,Vanuatu,-47.163,102.822,Asia/Tashkent
614 Hauck Stream,North Kaleighshire,89524,Somerset,Slovakia (Slovak Republic),-65.153,89.227,Asia/Tashkent
189 Elian Road,Lake Brianne,42373-9325,Norfolk,Greece,-49.825,131.268,Asia/Tashkent
1321 Price Spring,Connfurt,38414-6601,City of London,Indonesia,-51.053,120.522,Asia/Tashkent
